epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
84,61257.8,1.00249,0.98622,1.28543,0.7605,0.73518,0.74009,0.48817,1.09391,1.02443,1.30462,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617
85,61335,1.01597,0.99862,1.29749,0.75159,0.73625,0.72956,0.48239,1.09419,1.02424,1.30849,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
86,61412.8,1.00568,0.98287,1.29163,0.75387,0.7193,0.7347,0.48513,1.09943,1.02949,1.30932,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555
87,61490.1,1.00137,0.98016,1.28873,0.77275,0.71409,0.74506,0.49168,1.07784,1.02027,1.29408,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
88,61568.3,1.007,0.98264,1.28914,0.76314,0.72446,0.74136,0.48998,1.10069,1.01181,1.31029,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538
89,61646.6,1.00473,0.9789,1.29061,0.76331,0.72457,0.74398,0.49356,1.09125,1.02234,1.29872,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
90,61725,1.00353,0.98765,1.28872,0.7605,0.71408,0.74243,0.49408,1.0731,1.03469,1.28315,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105
91,61804,0.99851,0.9728,1.28398,0.74037,0.72433,0.73587,0.49108,1.0662,1.03468,1.27324,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
92,61882.8,0.9954,0.96404,1.27764,0.74525,0.71983,0.7356,0.48936,1.08031,1.01159,1.28091,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746
93,61960.9,0.99237,0.97111,1.28227,0.75942,0.71701,0.74185,0.49457,1.07079,0.99606,1.27117,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
94,62040.5,0.99793,0.96667,1.28492,0.76027,0.70856,0.73557,0.4899,1.07254,0.99433,1.27328,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318
95,62121.4,0.993,0.96198,1.27889,0.75369,0.72764,0.7435,0.49249,1.07114,1.00687,1.28505,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
96,62200,0.98106,0.94535,1.26754,0.76788,0.71894,0.74116,0.49357,1.06465,1.00292,1.27037,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
97,62278.2,0.98385,0.94614,1.27327,0.78067,0.71199,0.74755,0.50282,1.06723,0.99319,1.27825,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
98,62356.4,0.98309,0.94098,1.26651,0.77351,0.72496,0.74841,0.5014,1.07918,0.99661,1.29909,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318
99,62434.2,0.98297,0.94686,1.27047,0.7688,0.71125,0.74214,0.49651,1.08012,0.99542,1.30436,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
100,62511.2,0.9853,0.94805,1.27049,0.77517,0.71037,0.74768,0.49695,1.08199,0.99236,1.30724,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775
101,62587.9,0.97976,0.93459,1.2686,0.7703,0.72233,0.74792,0.49623,1.08187,0.99235,1.30598,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,62664.5,0.97445,0.94157,1.26854,0.76824,0.72875,0.74339,0.49456,1.07684,0.98581,1.30685,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225
103,62742.8,0.97681,0.92126,1.26004,0.76636,0.72505,0.73858,0.494,1.07807,0.99528,1.30654,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
104,62820.3,0.9698,0.92139,1.25658,0.75947,0.72141,0.7354,0.48974,1.07943,1.01664,1.30291,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682
105,62897.9,0.96494,0.92648,1.26254,0.76834,0.71911,0.73117,0.48671,1.07736,1.01942,1.30103,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
106,62975.1,0.96436,0.90815,1.25561,0.75278,0.72313,0.73378,0.48987,1.06831,1.01756,1.28909,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
107,63052.6,0.96392,0.92066,1.25662,0.75426,0.72175,0.73197,0.49027,1.07191,1.01424,1.2894,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
108,63130.9,0.96164,0.90786,1.24892,0.75412,0.72659,0.73572,0.49253,1.07613,1.01098,1.29253,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682
109,63208,0.97084,0.92437,1.26166,0.7571,0.72093,0.73803,0.49162,1.07466,1.0052,1.2916,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
110,63284.9,0.94947,0.89196,1.24709,0.7575,0.71803,0.73854,0.49116,1.07567,1.00211,1.29311,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254
111,63362.4,0.95543,0.90522,1.25294,0.75037,0.71829,0.73888,0.4899,1.08921,1.0103,1.30502,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
112,63439.5,0.94742,0.89914,1.24719,0.74159,0.72965,0.7367,0.48924,1.08727,1.00939,1.30612,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895
113,63517.5,0.95153,0.89616,1.2458,0.76959,0.7112,0.73679,0.49016,1.09182,1.01024,1.31658,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
114,63594.5,0.93904,0.88319,1.24097,0.76093,0.72509,0.73889,0.48894,1.09421,1.01982,1.31979,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462
115,63674.3,0.94918,0.89687,1.24963,0.77543,0.71206,0.74021,0.49121,1.08743,1.02378,1.31045,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
116,63754.7,0.94307,0.88352,1.23731,0.76991,0.7142,0.73644,0.49075,1.07993,1.02049,1.3011,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
117,63831.7,0.94313,0.88281,1.24096,0.77542,0.71545,0.73752,0.49287,1.07224,1.02182,1.29359,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
