epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,13171.5,1.0477,0.95902,0.0116,0.76664,0.72708,0.73756,0.49578,1.14385,1.15714,0.01626,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
128,13275.3,1.04679,0.95746,0.01151,0.75776,0.73851,0.72899,0.4924,1.13408,1.17525,0.016,0.00903901,0.003013,0.00903901,0.003013,0.00903901,0.003013,0.00903901,0.003013
129,13378.9,1.04255,0.94963,0.01153,0.7578,0.73179,0.73045,0.49191,1.14244,1.15467,0.01615,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
130,13482.8,1.03584,0.94554,0.01155,0.75,0.73273,0.72957,0.49001,1.144,1.15085,0.01622,0.0086169,0.0028723,0.0086169,0.0028723,0.0086169,0.0028723,0.0086169,0.0028723
131,13587.6,1.03041,0.94023,0.01138,0.76381,0.72243,0.72869,0.49115,1.14109,1.15475,0.01616,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
132,13691,1.03669,0.94417,0.01153,0.773,0.72358,0.72957,0.49266,1.13347,1.17821,0.01602,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375
133,13793.6,1.03427,0.94373,0.01139,0.77365,0.72772,0.7317,0.49189,1.13866,1.1743,0.01614,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
134,13896.5,1.03355,0.94021,0.01139,0.77695,0.72405,0.72853,0.49167,1.14578,1.15366,0.01637,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748
135,13999.7,1.02197,0.91069,0.01107,0.78154,0.72165,0.72726,0.49332,1.14688,1.15481,0.0164,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
136,14102.8,1.02898,0.93513,0.0113,0.77975,0.72094,0.72688,0.4932,1.14807,1.15195,0.01648,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
137,14206,1.03241,0.93216,0.01123,0.77898,0.72098,0.72768,0.49515,1.15147,1.14386,0.01655,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
138,14308.4,1.02863,0.93961,0.01129,0.78072,0.71567,0.72563,0.49236,1.14393,1.17695,0.01639,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234
139,14411.3,1.02758,0.92533,0.01106,0.77398,0.72023,0.72673,0.49374,1.14473,1.17045,0.01641,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
140,14514.1,1.0174,0.91534,0.01117,0.77102,0.71807,0.72207,0.49136,1.14742,1.1641,0.0165,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372
141,14617.1,1.0118,0.9072,0.01105,0.76657,0.72161,0.72354,0.49359,1.14865,1.1615,0.01658,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
